0.04296 1500
0.05528 3000
0.0756 4500
0.08792 6000
0.10024 7500
0.11256 9000
0.12488 10500
0.1372 12000
0.14952 13500
0.16184 15000
0.17416 16500
0.18648 18000
0.1988 19500
0.21112 21000
0.22344 22500
0.23576 24000
0.24808 25500
0.2604 27000
0.27272 28500
0.28504 30000
0.29736 31500
0.30968 33000
0.322 34500
0.33432 36000
0.34664 37500
0.35896 39000
0.37128 40500
0.3836 42000
0.39592 43500
0.40824 45000
0.42056 46500
0.43288 48000
0.4452 49500
0.45752 51000
0.46984 52500
0.48216 54000
0.49448 55500
0.5068 57000
0.51912 58500
0.53144 60000
0.54376 61500
0.55608 63000
0.5684 64500
0.58072 66000
0.59304 67500
0.60536 69000
0.61768 70500
0.63 72000
0.64232 73500
0.65464 75000
0.66696 76500
0.67928 78000
0.6916 79500
0.70392 81000
0.71624 82500
0.72856 84000
0.74088 85500
0.7532 87000
0.76552 88500
0.77784 90000
0.79016 91500
0.80248 93000
0.8148 94500
0.82712 96000
0.83944 97500
0.85176 99000
0.86408 100500
0.8764 102000
0.88872 103500
0.90104 105000
0.91336 106500
0.92568 108000
0.938 109500
0.95032 111000
0.96264 112500
0.97496 114000
0.98728 115500
0.9996 117000
1.01192 118500
1.02424 120000
1.03656 121500
1.04888 123000
1.0612 124500
1.07352 126000
1.08584 127500
1.09816 129000
1.11048 130500
1.1228 132000
1.13512 133500
1.14744 135000
1.15976 136500
1.17208 138000
1.1844 139500
1.19672 141000
1.20904 142500
1.22136 144000
1.23368 145500
1.246 147000
1.25832 148500
1.27064 150000
1.28296 151500
1.29528 153000
1.3076 154500
1.31992 156000
1.33224 157500
1.34456 159000
1.35688 160500
1.3692 162000
1.38152 163500
1.39384 165000
1.40616 166500
1.41848 168000
1.4308 169500
1.44312 171000
1.45544 172500
1.46776 174000
1.48008 175500
1.4924 177000
1.50472 178500
1.51704 180000
1.52936 181500
1.54168 183000
1.554 184500
1.56632 186000
1.57864 187500
1.59096 189000
1.60328 190500
1.6156 192000
1.62792 193500
1.64024 195000
1.65256 196500
1.66488 198000
1.6772 199500
1.68952 201000
1.70184 202500
1.71416 204000
1.72648 205500
1.7388 207000
1.75112 208500
1.76344 210000
1.77576 211500
1.78808 213000
1.8004 214500
1.81272 216000
1.82504 217500
1.83736 219000
1.84968 220500
1.862 222000
1.87432 223500
1.88664 225000
1.89896 226500
1.91128 228000
1.9236 229500
1.93592 231000
1.94824 232500
1.96056 234000
1.97288 235500
1.9852 237000
1.99752 238500
2.00984 240000
2.02216 241500
2.03448 243000
2.0468 244500
2.05912 246000
2.07144 247500
2.08376 249000
2.09608 250500
2.1084 252000
2.12072 253500
2.13304 255000
2.14536 256500
2.15768 258000
2.17 259500
2.18232 261000
2.19464 262500
2.20696 264000
2.21928 265500
2.2316 267000
2.24392 268500
2.25624 270000
2.26856 271500
2.28088 273000
2.2932 274500
2.30552 276000
2.31784 277500
2.33016 279000
2.34248 280500
2.3548 282000
2.36712 283500
2.37944 285000
2.39176 286500
2.40408 288000
2.4164 289500
2.42872 291000
2.44104 292500
2.45336 294000
2.46568 295500
2.478 297000
2.49032 298500
2.50264 300000
2.51496 301500
2.52728 303000
2.5396 304500
2.55192 306000
2.56424 307500
2.57656 309000
2.58888 310500
2.6012 312000
2.61352 313500
2.62584 315000
2.63816 316500
2.65048 318000
2.6628 319500
2.67512 321000
2.68744 322500
2.69976 324000
2.71208 325500
2.7244 327000
2.73672 328500
2.74904 330000
2.76136 331500
2.77368 333000
2.786 334500
2.79832 336000
2.81064 337500
2.82296 339000
2.83528 340500
2.8476 342000
2.85992 343500
2.87224 345000
2.88456 346500
2.89688 348000
2.9092 349500
2.92152 351000
2.93384 352500
2.94616 354000
2.95848 355500
2.9708 357000
2.98312 358500
2.99544 360000
3.00776 361500
3.02008 363000
3.0324 364500
3.04472 366000
3.05704 367500
3.06936 369000
3.08168 370500
3.094 372000
3.10632 373500
3.11864 375000
3.13096 376500
3.14328 378000
3.1556 379500
3.16792 381000
3.18024 382500
3.19256 384000
3.20488 385500
3.2172 387000
3.22952 388500
3.24184 390000
3.25416 391500
3.26648 393000
3.2788 394500
